mean_mfcc1,mean_mfcc2,mean_mfcc3,std_mfcc1,std_mfcc2,std_mfcc3,mean_delta_mfcc1,mean_delta_mfcc2,mean_delta_mfcc3,mean_delta2_mfcc1,mean_delta2_mfcc2,mean_delta2_mfcc3,std_delta_mfcc1,std_delta_mfcc2,std_delta_mfcc3,std_delta2_mfcc1,std_delta2_mfcc2,std_delta2_mfcc3,avg_peak_to_peak_1st_MFCC,RMS_1st_MFCC,Spectral_Centroid_1st_MFCC,Range_Val_1st_MFCC,Max_Val_1st_MFCC,Min_Val_1st_MFCC,avg_peak_to_peak_2nd_MFCC,RMS_2nd_MFCC,Spectral_Centroid_2nd_MFCC,Range_Val_2nd_MFCC,Max_Val_2nd_MFCC,Min_Val_2nd_MFCC,Max_Delta_Change_1st_MFCC,Max_Delta_Change_2nd_MFCC,Sum_Abs_Diff_Moving_Avg_1st_MFCC,Sum_Abs_Diff_Moving_Avg_2nd_MFCC
-273.7871635624444,201.35646696973066,-62.71363430209122,45.7372062569047,18.16256574135871,24.346436181326812,-0.012738238798542249,-0.005090935109897787,0.003854916961716223,-0.0034991253511063415,-0.0037339773614110624,0.0007245065815541958,3.986807248758558,1.9346097086590517,2.1626546506575615,1.6255039819575403,0.9728406066921447,1.023163753522004,62.80105137404581,277.581164648748,-4.321270865391246e-06,438.0094700000001,-144.36943,-582.3789,32.75920829770993,202.173948828333,-2.1105096227087916e-06,251.2797385,255.57121,4.2914715,4.628070436412146,3.183586894295515,29.30151622279888,12.083816078877843
-249.0004717099916,166.89116196946824,-64.62792756603706,74.47247703214622,29.637271344378878,25.268936180195485,8.654581544998478e-16,-5.743205767912593e-16,2.235236593882879e-16,-3.3112922175038984e-15,2.3274102737107004e-15,-9.046593122906986e-16,8.548060534495058,2.7531971955500487,2.853773431820461,4.040323834071469,1.3765624129259766,1.3911156549766461,135.93269619663866,259.8987971251538,4.003298526452617e-18,523.7018899999999,-84.56001,-608.2619,47.20448357815126,169.50229436871828,-3.271438581599266e-17,236.30643,236.30643,0.0,9.72065954693535,4.285366133781136,34.698014550713694,13.17068621940879
-299.2428211585138,168.27462727572114,-62.39687787967242,46.81533550887978,29.333667002017393,31.513677888478938,0.0012447268912065578,0.001332216517935795,-0.00012211491807516712,-0.0039014339025534887,-0.0022748090992847215,0.00033259281265680447,5.291480465638032,3.5462926546256472,3.1716722423184307,2.7326979257256916,1.763001309667894,1.7519874979015548,82.74676695024077,302.88271930520443,-2.454142898798852e-18,418.82952000000006,-181.93658,-600.7661,55.32580206752809,170.81221913132597,1.738128355721094e-18,273.22908959999995,272.21725,-1.0118396,7.071798130981022,4.99766918382037,24.535541491494254,17.788206949458004
-192.36825298963183,111.91119736655881,-9.713345551362853,113.37725733373844,42.15041816450835,31.795642892206363,-0.0006443874797936426,-0.0007050606534904566,-0.0001954711424716867,-0.00036070249593924693,-0.0003689716471702894,-9.613986207633417e-05,14.5327057968487,5.923684948257971,4.7903678577590405,8.511101725332328,3.3723529688236513,2.64286763680293,214.77292916863317,223.2934106479717,3.2051752026150115e-18,526.116562,29.350542,-496.76602,90.3848435605291,119.58584300601723,-5.537520617352394e-18,314.39065,205.90707,-108.48358,18.81750799747539,8.206608726813638,54.58367104191076,24.503534122284286
-179.18079559943556,139.63015580015764,-17.536616011085115,63.096498396828366,31.398633522024088,22.45312460342124,6.234107002252802e-16,-4.862603461757186e-16,5.2470400602294415e-17,-2.478888747662456e-15,1.9138448742457676e-15,-2.4914348880044894e-16,9.35102987345004,5.172461991838391,3.3345365795295443,4.823209996927091,2.8135110527019034,1.811283163045778,140.00541138235295,189.96559062521735,-9.528783108686698e-18,505.4091712,-2.3464088,-507.75558,77.18653367234415,143.11692630792024,-4.5117683069563704e-18,206.419,206.419,0.0,12.05966038774018,7.371269689593192,35.48180658283427,19.69019256520364
-321.7890586724449,176.8662992620874,-24.181390978098023,43.92471372480441,26.79166773348973,26.74831056901374,0.0021809408330334635,0.0019707445226910996,0.0004908705706031725,-0.00033193770080137443,-0.0006854073836936781,-0.0006942505583621622,4.618413250003595,2.748292362886329,3.1724647885625186,2.433876101806855,1.4309337293576505,1.5896656327708403,74.24861611713665,324.7731188954902,4.12007825529293e-18,377.03801,-200.07704,-577.11505,47.086045472039046,178.88398831255964,0.0,237.24057,237.24057,0.0,6.114872949801373,4.389820016469484,20.943434493261105,15.621975162702448
-224.38594550471737,154.50863481401186,-19.566465093683334,64.35422009356951,29.61307760485163,21.662101784053153,-2.008137123852629e-05,-2.724012217914742e-05,-2.383764750487783e-05,-4.223544893543202e-05,-5.8414859701888895e-05,-5.454958866895225e-05,7.045820998486498,3.21435450954108,2.367379859009456,4.2430956013821985,1.743619387886369,1.4400967763646757,115.57130961027569,233.4320418963463,-4.10707916109457e-06,488.70374,-54.07,-542.77374,51.74600761323308,157.32085874835747,-4.919461649966655e-06,219.79504,219.79504,0.0,10.766448763338067,5.150702075559823,35.13268810654755,16.71408334818272
-235.69269012113867,129.0484230487255,2.7272091072786884,87.2545980875898,29.621248201066738,16.90346473479904,0.0015845948487216276,-0.0020052834082811386,0.0013779219042859908,-0.0013197347721677138,0.0016515493504282563,-0.0011076464665274342,5.543473020801217,3.123096275521364,1.6548668174110288,2.7304896484911225,1.5906712156254337,0.9425876979132224,86.75745373766233,251.3253052598682,4.186156299220481e-18,531.7779929999999,-34.272007,-566.05,50.51920731542857,132.40435731633622,-3.849120229321104e-18,303.098896,198.5284,-104.570496,7.020675397334948,4.541289366243367,25.114591076767322,14.703608260745822
-195.49735555534954,118.35905310422837,6.240523838211472,70.27071199755649,26.277844595411274,15.60862878875312,0.0001662244519583471,-0.00019907490602433594,0.00010367725160866334,0.00010852166555682043,-0.00013035761475426453,6.905545365320777e-05,4.679908176319181,2.1007678959218112,1.9666690645322977,2.0249550957834606,1.0507375328097592,0.8852864355944418,68.63545730819672,207.74308410577305,8.072712391800479e-18,439.76753299999996,-36.076427,-475.84396,35.957784416393444,121.24104324984233,0.0,216.98857199999998,212.05817,-4.930402,5.00741719195114,3.2391394206565596,21.569784719762247,12.441541116539208
-242.60892658596526,132.61016861271048,-45.974951024222705,74.34597922725985,31.53297927372786,26.406922304176152,8.528285211133296e-16,-4.524787019109841e-16,1.4309378303521331e-16,-3.4516488074491277e-15,1.836239893411799e-15,-6.382855882155883e-16,10.89187632936688,3.9276420811243833,3.9804696556653805,6.090422392240947,2.1800657815367104,2.2576286699214045,158.84570148898678,253.74478494435007,-3.1581863865899354e-18,537.70283,-49.69982,-587.40265,63.202936152136566,136.30768724238868,3.574517306968075e-18,234.738495,205.95483,-28.783665,15.378077565716591,6.292742938562049,42.63161688094567,17.732574598712425
-183.53098410685004,119.3190690118757,-55.60060715805079,76.15344063753578,38.445577949894115,24.076799809689266,5.893313989271817e-16,-3.9539325999451225e-16,1.8416606216474428e-16,-2.6984086598199625e-15,1.6474405958849295e-15,-7.737088762143091e-16,10.863492566889017,5.384110818464919,3.4167567892335446,5.141415672389557,2.59825754719354,1.613477268288828,154.6846041873016,198.70321750833207,-9.90097519234428e-18,526.012216,-19.789484,-545.8017,81.92180140992063,125.35989268407236,0.0,208.42220724999999,208.20432,-0.21788725,13.059740053425019,7.131754107880455,40.40774919250039,22.478143249510847
-216.66597087744236,160.63948353621302,-85.30366463722213,91.17689693726261,36.25480050912364,30.1725368587882,3.7913502369711614e-05,3.529939813432036e-05,-8.02780219525822e-06,-5.975518862848556e-05,-8.048353380445037e-05,-6.771757137354105e-05,7.674972650726957,3.738283645765188,2.9650686639288097,4.256358927078803,2.190506543385604,1.627024818079233,111.87164816974169,235.06886112663435,-4.537848914917587e-18,556.739946,-47.797054,-604.537,60.31599172042066,164.67985374883474,0.0,257.14,257.14,0.0,10.216191635726867,6.3786557576423215,33.84751378485725,18.63053864872609
-288.89716085322124,214.32861669778657,-51.99884895461655,38.81013282631461,25.94254709855682,20.00483059084342,-0.008822452420207029,-0.005405890464807086,0.002403546271107442,-0.0041691730613243735,-0.003636594823320762,0.00014984556342560387,4.7005106377335,2.538039204576254,2.7309730307341473,2.297394830955322,1.2759269309549195,1.4501605843095782,70.46671810643564,291.49236003547014,-1.181084147444092e-17,416.22756000000004,-176.43504,-592.6626,40.97056819925743,215.8929634924389,-6.186563652078763e-18,272.3041,272.3041,0.0,6.206149677671983,3.970050416306005,19.450904971967354,11.918898515060386
-168.65406363106004,120.39879962013907,-51.98206443768899,76.44616726292848,27.387361659584116,29.592342049635203,5.902881137170426e-16,-4.21160620461036e-16,1.7990522566937954e-16,-2.4173728378898515e-15,1.6720770966987452e-15,-7.256056531282133e-16,7.639376901963139,3.0868867101797046,2.9396545010357564,4.187544941015487,1.7173656999561935,1.4079193141884279,112.04443150087567,185.1707581354607,2.2216605427724334e-18,530.7478560000001,-16.615744,-547.3636,51.232064056287214,123.47444484039303,-7.482404586917133e-18,171.47856414,170.98947,-0.48909414,10.318250203488713,5.119717861576338,31.267645616014242,14.295867821631632
-167.87662139420863,115.05270959901009,-41.865068094351074,77.52911465732755,33.0652188221677,21.80412425872443,5.815337906040397e-16,-4.0143941600521077e-16,1.3808912242284507e-16,-2.234170070638649e-15,1.5838746883363485e-15,-5.809049694636806e-16,8.28800399967696,4.540921627201212,2.4382552138849665,4.147238638060329,2.482423884331783,1.2879695284270565,115.01292957917109,184.91436837164252,2.0511202815714964e-18,541.693292,-12.030768,-553.72406,72.48333066036132,119.70979359196967,-3.2973752368410875e-18,211.1871416,205.61084,-5.5763016,9.664682664165104,6.505840468595348,34.82217521974866,21.1035562626052
-172.66251892903958,144.67929272872126,10.357488899795161,91.16706259891092,35.57293547502165,30.13552554709895,5.867633768288915e-16,-4.978887936935707e-16,-3.5358705118353395e-17,-2.391012978543789e-15,2.0134453190747502e-15,1.4775847402815289e-16,7.950443349323511,4.234281687320028,2.9522411331178997,3.730323408708641,2.0527643038368124,1.4103170595684833,113.36239978074168,195.2531145611631,-1.3905017372763883e-17,544.894134,56.234074,-488.66006,66.7908322284561,148.9883602258682,3.933406137989947e-18,247.263345,221.18283,-26.080515,7.727151169402172,4.910882722762987,37.987169307140384,19.88236149496151
-257.26575439963483,158.3811231616157,-21.02581201435885,59.41088771936438,29.31236279757432,28.948806583490885,0.0002407203294364197,0.0003277331235507341,0.0002931294689406739,9.484715121361384e-05,0.00012532695455833208,0.00010158807136529786,6.096173933646628,2.66652664460502,2.5863373999779844,3.4244798974207735,1.4898413892644646,1.51015022875378,99.91193758041956,264.0365920974139,4.248260819057765e-18,460.83891,-79.37479,-540.2137,44.86255748799534,161.07077570655548,4.833647049417544e-18,239.01439,239.01439,0.0,8.40247786577833,4.229907198529972,32.497437008256085,16.286657948257748
-446.82791785608964,147.4399000928679,-11.771916271599531,68.83726447031508,37.23612554535766,29.31688226822486,0.010939427233855856,0.010409889378747159,0.0026110998692618122,-0.0027911878687088385,-0.0020001973386369084,0.0008937692723671064,6.457603818623931,3.4330061832352774,3.1163926645829916,2.5253579175927414,1.5148495809749394,1.467801568164401,91.19538659292036,452.0992779858916,-4.292030878006995e-06,573.1242100000001,-86.86132,-659.98553,51.026441641592925,152.06923812863832,-7.699034423797519e-06,234.66458,234.66458,0.0,6.04141888675907,3.9520501584340906,45.879164309967564,25.708501129292095
-236.78548678948056,129.07167511550236,-36.24598961966347,99.52003611039403,42.70595678664383,28.340978058543037,3.063430760474327e-06,-4.221818108468365e-05,-0.00010642934730893531,-0.00015442680613665717,-0.0002406378705894003,-0.0002704585217474701,8.423314061862209,4.543722878904597,2.990975193013755,4.158563951451632,2.533861268848592,1.603437903490321,124.56130335068764,256.8493806524466,-6.2355046951663394e-18,580.18319,-24.69241,-604.8756,74.34100963988212,135.95328632359158,1.6542334686892492e-17,321.65869,237.50055,-84.15814,10.283947619808202,6.866556403953785,44.18842500993093,23.0690536085892
-179.8175673608692,127.64358911213154,-56.67462015851886,66.34382675803288,29.896815881687004,24.008831358822,6.287238364925615e-16,-4.315324552120619e-16,1.9121797416582384e-16,-2.496707826238502e-15,1.7682817560317613e-15,-7.888818112122699e-16,7.393683756683155,3.3186385527989666,2.5481293744982563,4.4134686084492945,1.7846258144687226,1.3338990688318921,122.17824293175615,191.6660138899972,6.288385610156261e-18,561.9019699999999,21.28753,-540.61444,53.70088581569608,131.09807565822678,1.906389454970735e-18,205.5141856,201.44824,-4.0659456,11.08341386851835,5.058792086447252,31.36283285335273,16.66647154009814
-180.75228996101436,117.94978938528689,-51.41017149103519,71.69468114955961,30.270074690974738,21.1645690394044,-0.01343421342295487,-0.006704159323760468,0.0009195434025869937,0.01191562550210515,0.00267188820005904,0.0013277632725043494,7.585288276258832,3.7497129089786374,2.3926332321606765,4.219424708489452,2.229047301125903,1.2555302960813735,114.80893668073394,194.4518388477919,0.0,490.52737999999994,-46.83692,-537.3643,63.05885060366972,121.77204210257266,8.068249504519076e-18,264.01523,191.17453,-72.8407,9.738895499052855,6.019428178720439,30.003990622964864,16.941880448896054
-188.46061158391197,134.5937454924725,-43.96769304074375,65.92486778788695,28.283537867068755,21.815435665223582,-4.5662602914253845e-05,1.1705653682275754e-05,0.00019556457224351127,1.9934708059632765e-05,3.122831732808276e-05,3.344401868065052e-05,6.85271892491137,3.7019662982511967,2.2844266264659936,3.437815287795133,2.0374431201058987,1.200706332906755,98.56204489819221,199.658434110439,-4.035984764212703e-18,517.978308,-54.104332,-572.08264,58.24417391056137,137.53339536261865,1.361113702583773e-17,215.16608,215.16608,0.0,8.034641531690921,5.233599722749612,30.125735314824823,16.460008516401448
-291.66906055850643,131.82035201258918,-18.689758732072978,144.81670278961067,61.56482829971734,23.93408030066308,9.715546216020303e-16,-4.583744881404451e-16,6.165635098628269e-17,-4.908238675594567e-15,1.805083093837041e-15,-2.5880876117916264e-16,4.670210864562283,2.802646727465337,1.5391834235589157,2.073666521430805,1.3779312077773447,0.7718485163203094,57.66255219473684,325.6420094120783,-9.463863825240262e-18,525.034285,-59.458015,-584.4923,36.12171167105264,145.48825824889306,-1.2807265778106726e-17,239.37305,239.37305,0.0,4.097648297572092,2.990403785257253,23.973436625202904,12.104611282398107
-234.523617970015,139.56380725669374,-2.6071943270148927,111.98821393133518,39.78404289035528,28.963750692893132,0.00052141555888802,-0.000644461395969174,0.000395687916041987,0.00033298841488005126,-0.0004119110141879332,0.00025394883164474313,5.25265514434124,3.0651397472343835,1.8598718724934524,2.3706027863383388,1.5461876009493583,0.9058948063724996,69.27691617117117,259.88976017780317,0.0,511.63281600000005,-17.415524,-529.04834,42.396116525825825,145.12348660601148,0.0,258.029884,233.70721,-24.322674,4.823826547626187,3.584182820451774,30.665325738488754,13.741831393442316
-242.42585055079795,200.31277828563685,-60.63207987853724,59.06391413077194,23.091497540497723,28.764910682556472,-0.01277490836093461,-0.009728845478270296,0.002217348800742951,-0.004696412940871568,-0.004158734735401351,-0.00045732137727075674,8.669168581735416,3.1338479307491793,3.8632215739086715,4.361413311949373,1.7045543901976066,2.0640371804121314,124.57047836347198,249.51721176649323,6.903098168480157e-18,492.00044,-84.24676,-576.2472,49.17949887703436,201.63934735852902,-3.477690988393474e-18,260.6701,260.6701,0.0,10.489660736344474,4.9592126631737425,40.645423980582954,14.876704579141222
-292.1587568930901,123.4043474218812,-62.468956901079466,75.61224827133842,32.731976103994256,23.826008494170626,9.97400835092272e-16,-4.3969924138574804e-16,2.191472257385837e-16,-3.723044455215906e-15,1.700629883390824e-15,-8.729891288135968e-16,9.377159805985965,4.2848540877909285,2.9788298679113545,5.410959910492412,2.0291039720509514,1.5808914675598904,142.5397214910979,301.78461080373575,-9.386155862791731e-07,527.312416,-116.747284,-644.0597,70.72076425222552,127.6715129631227,-1.3015562193571932e-06,199.58475,199.58475,0.0,12.547730919928826,6.0347710711249505,37.22145059579775,20.443678453196423
-181.30320967819586,102.05263640283285,-0.17102416392569433,101.43177695764349,38.81267117716135,30.016719004819247,-3.838494911994502e-05,-4.377045443223739e-05,-1.3500371144590121e-05,-0.0003018990232531764,-0.00041635715674563536,-0.0003857069138573626,17.491510152284917,6.897844068779339,4.122829056942584,8.34727845300089,2.949475658266854,2.142174224655636,240.11183744751278,207.74806669714397,-1.8537114017128365e-07,568.426322,51.033222,-517.3931,95.6575426384923,109.18408327533484,-4.303243845142132e-06,260.25208,202.22083,-58.03125,18.159454918190683,8.195267446340695,61.20158029302081,27.74102679041899
-202.21138410882185,110.50203299454493,-69.01847152769304,69.34098318711023,33.56515635716776,26.53167577522856,7.057503096707817e-16,-3.8482466209751405e-16,2.3747544203787113e-16,-2.7225629555923104e-15,1.5380766989518594e-15,-9.58127574125688e-16,8.182912848534569,3.8201828383492726,2.431309869929895,4.180971266817799,1.8443051172783198,1.2282824092593951,117.29982733131924,213.7700068123697,7.230375594284024e-18,555.2304849999999,-44.165115,-599.3956,62.317759844964755,115.48731106579899,-1.0573799239044017e-17,212.144566,189.96558,-22.178986,9.971018054192811,5.163167502849301,35.22786027691285,18.3598966508236
-213.54596209433265,141.45606027317118,-42.272760071469655,85.75458150581582,31.249517164878615,26.439257691066928,7.115560275715154e-16,-4.773730311555736e-16,1.3660674790929936e-16,-2.9504618142195995e-15,1.962596121405717e-15,-5.812823534835606e-16,10.902166183376654,4.27771672867843,3.2059692372996382,4.977740574789157,2.353166935042585,1.6024956796483372,148.79679566561015,230.12111197374256,1.3088126340756112e-17,567.139149,-29.390701,-596.52985,66.34641890310618,144.86666045382935,0.0,207.417182,202.16208,-5.255102,12.220186633866792,6.258185836563672,42.684112516180214,16.75352257655287
-228.63566870566459,183.54724498080031,-39.94463712797915,62.814143443652846,27.952066931878424,30.634820417079577,0.00010647909210660852,0.00013769035357211553,0.00010606614618055326,-0.00021852058160593116,-0.00028131960459582114,-0.00021328721860592776,7.377366645899564,3.0583539560340314,4.001462094427498,3.455755522021203,1.5808437846800796,2.0859376940446803,108.79241020648148,237.10732932797796,-1.0245774742521576e-06,450.47378000000003,-65.70102,-516.1748,49.41773943944444,185.66342985576384,-9.382900678769486e-07,262.68823,262.68823,0.0,8.914151617950141,4.683736068159941,33.610618588088364,14.922185164005615
-241.780558176318,149.2503089452195,-19.799927025520205,93.8946152196949,38.95905484234704,31.003068944843715,8.08459647863689e-16,-5.143969839441361e-16,5.94080309461392e-17,-3.4305568013254816e-15,2.090978368444362e-15,-2.74921651562205e-16,11.09372240750722,4.302588989876851,3.9671902823540792,4.921663861559083,2.2266015138700896,1.8007745191393962,158.87086106467066,259.37239074216524,2.5393124967546606e-18,528.42675,-43.74265,-572.1694,71.76310082243114,154.2512971564663,5.7934534290354046e-18,269.877884,236.80917,-33.068714,12.05680401636269,6.144706463546954,45.415696703013126,21.856087229127084
-258.7238855178928,139.170068399199,-57.79458058407702,78.0100912681367,31.88584261000613,26.505787943253964,9.081692655475346e-16,-4.77095678353519e-16,1.9444333514890203e-16,-3.400649019260975e-15,1.929691900414492e-15,-8.129131247830206e-16,10.404334460082444,3.5023794851046697,3.5162234107825485,5.574483107494533,1.8762566897766673,1.859999804822534,150.70035227876824,270.22883502161403,-3.109157630102468e-18,511.22417,-81.42893,-592.6531,58.37146077633711,142.77610058125208,1.0508550845590002e-17,217.15361,217.15361,0.0,13.39679383742646,5.542994856911534,41.622635936240094,17.088652306732097
-274.5630950593197,228.15815566331176,-20.27520508468495,29.80058623606509,19.273880925579753,16.074764605193078,-0.010798066676036926,-0.0077978016558906006,0.0009062964873958004,-0.005219882771248153,-0.00523095647737759,-0.00023900480061902576,4.073653726775261,2.8321851942601097,2.5681040550077423,1.9903353292902535,1.466878115841056,1.390517091074633,67.7085229391892,276.17561099518934,2.0497504076854677e-17,383.7785,-182.9452,-566.7237,46.892153065878375,228.97079831632993,1.1396120525057161e-17,274.19202,274.19202,0.0,6.517474920438572,4.788269441833005,19.168862146820356,12.480117502946303
-300.23649619334697,146.71681764804003,11.90592081101109,67.67670596057947,34.02939755601669,16.655610529166996,1.8337370367404288e-05,-2.2322196953891975e-05,1.2540323787953723e-05,-9.509088625920413e-05,0.0001144179034688239,-6.059128096381959e-05,2.421691269932272,1.5273648197826843,1.285910875959625,1.206500256382548,0.8185661635410322,0.73424737030158,35.34824822006472,307.7695406893482,-2.3458075960712995e-18,381.22739,-144.75551,-525.9829,24.23903692880259,150.61150181441545,2.306254087787373e-17,209.36039399999999,203.08945,-6.270944,3.300222479276563,2.5299153595844546,13.237467052459898,8.435866632490342
-262.036636886083,195.77277862259768,-44.82603717931714,37.57779935944886,34.41491924908819,22.990514297285774,-0.002552260375080332,-0.002682721102962337,-0.0010252531292357706,-0.002574215250911839,-0.0022579970186070624,-3.7030417556013925e-05,5.666993591835049,2.968218571164956,3.3684097653429914,2.9243920314392184,1.556802499802677,1.898297445157609,82.04607442896936,264.71737773570493,-8.832084024015343e-07,416.56922999999995,-141.45087,-558.0201,45.268929277158776,198.77466517776838,-4.573962097448346e-06,261.6538,261.6538,0.0,7.50818612570792,4.550956003899359,25.67030026473865,12.55312928961749
